date,collected_at,list_category,selector_version,group,ticker,Ticker,Company,Industry,Country,Market Cap,P/E,Volume,Price,Change,Earnings,Index,Forward P/E,PEG,P/S,P/FCF,EV/EBITDA,EV/Sales,ROE,ROA,ROIC,LTDebt/Eq,Debt/Eq,Dividend Gr. 5Y,EPS,EPS next Q,EPS This Y,EPS Next Y,EPS Past 3Y,EPS Past 5Y,EPS Next 5Y,Sales Past 3Y,Sales Past 5Y,Sales Q/Q,EPS Q/Q,EPS YoY TTM,Sales YoY TTM,Gross M,Oper M,Profit M,Insider Trans,Inst Trans,Perf Week,Perf Month,Perf Quart,Perf Half,Perf YTD,Perf Year,Perf 3Y,ATR,Volatility M,Beta,SMA20,SMA50,SMA200,RSI,Avg Volume,Rel Volume,Prev Close,Open,High,Low,Recom,Target Price,News Time,News Title,News URL,Daily Digest,Sector,P/C,Enterprise Value,Curr R,Quick R,Sales,Income,Inst Own,Perf 5Y,Volatility W,52W High,52W Low,Change from Open,Gap,Dividend Gr. 3Y,EPS Surprise,Revenue Surprise,grp_rank_basis,grp_category_rank,grp_sum_mid_rank,grp_rank_month,grp_rank_quarter,grp_rank_half,grp_momentum_confirmed,grp_momentum_score,grp_momentum_score_pctile,grp_momentum_accel,grp_momentum_weighted_mid,grp_rank_agreement,grp_regime_short_long,grp_rs_score,grp_rs_agreement,grp_rs_confirmed,grp_rs_accel,grp_rs_new_high,grp_rs_slope,atr_ext_50,risk_20ma_pct,risk_50ma_pct,range_atr,stage2,tight_range_7,range_atr_spark,atr_spark,relvol_spark
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,JEF,JEF,Jefferies Financial Group Inc,Capital Markets,USA,12.74B,15.40,"1,364,485",55.25,-0.84%,Jun 24/a,-,11.59,0.48,1.09,1.61,7.15,2.93,7.96%,1.13%,2.83%,1.76,3.49,21.67%,3.59,0.94,26.07%,33.56%,-2.57%,1.32%,24.03%,5.90%,5.32%,106.83%,159.79%,35.56%,29.74%,91.24%,39.13%,6.82%,18.86%,-1.75%,6.29%,-0.11%,-6.40%,42.91%,-10.84%,-14.06%,49.16%,1.63,2.71%,1.55,2.96%,1.82%,3.21%,56.15,2.09M,0.65,55.72,55.80,55.85,54.28,2.50,65.00,7 hours,Summit Therapeutics shares gain after Jefferies upgrades stock to Buy,https://finance.yahoo.com/m/43bd2382-becf-3a27-a4f9-0e1cd3111aff/summit-therapeutics-shares.html,"Jefferies Financial Group prices €850 million 4.500% senior notes due 2033 with a 4.544% yield, intending to use the proceeds for general corporate purposes.",Financial,0.82,34.26B,1.51,1.51,11.69B,796.81M,60.85%,57.12%,3.14%,-22.23%,55.50%,-0.99%,0.14%,10.06%,-11.85%,-4.04%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,0.6058749170013745,0.028749028749028793,0.01787468080927132,0.96319018404908,1,0,0.63|0.69|1.25|0.96|1.12|0.52|0.95|1.22|0.81|0.96,2.36|2.26|2.33|1.75|1.77|1.71|1.64|1.66|1.64|1.63,0.54|0.65|0.77|0.73|0.88|0.68|0.55|0.85|0.81|0.65
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,HUT,HUT,Hut 8 Corp,Capital Markets,USA,11.82B,-,"2,853,800",95.92,-3.59%,Aug 04/b,RUT,-,-,37.19,-,-,40.20,-44.23%,-9.99%,-6.75%,5.15,5.32,-,-5.35,-0.88,-119.47%,23.97%,24.47%,-,-,26.65%,50.60%,81.44%,-207.87%,-441.42%,129.50%,16.50%,-54.09%,-188.45%,-1.08%,0.35%,23.66%,11.98%,-14.85%,95.04%,108.79%,227.37%,760.27%,8.04,8.44%,4.63,12.18%,1.09%,26.68%,55.28,4.60M,0.62,99.49,99.49,101.83,94.15,1.00,162.21,10 hours,"Toronto Stock Exchange Announces the 2026 TSX30, Recognizing the Companies Scaling into Global Leaders",https://www.newsfilecorp.com/release/313196/Toronto-Stock-Exchange-Announces-the-2026-TSX30-Recognizing-the-Companies-Scaling-into-Global-Leaders,Hut 8 surges 8% on momentum from $35B Anthropic AI data center deal,Financial,1.68,12.78B,19.35,19.35,317.95M,-599.19M,79.06%,86.07%,8.67%,-31.88%,266.30%,-3.59%,0.00%,-,-130.91%,-5.59%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,0.12863863489949479,0.10857550365484042,0.010782471065387177,0.9552238805970141,1,0,0.66|0.77|1.02|0.68|0.62|0.49|1.18|0.99|0.96|0.96,10.75|10.27|10.28|9.31|9.04|8.77|8.10|8.09|8.07|8.04,0.54|0.59|0.90|0.76|0.89|1.04|1.21|1.26|1.23|0.62
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,FUTU,FUTU,Futu Holdings Ltd ADR,Capital Markets,Hong Kong,11.18B,11.54,"643,451",116.74,-0.65%,Aug 20/b,-,9.26,0.70,3.37,-,-,3.50,30.94%,4.55%,28.32%,0.01,0.73,-,10.12,3.28,-3.19%,27.20%,58.21%,50.82%,13.29%,44.45%,47.00%,35.05%,43.54%,39.64%,44.47%,94.52%,69.06%,42.92%,0.00%,4.45%,-2.13%,7.40%,27.85%,-23.99%,-28.91%,-37.93%,106.20%,4.59,3.88%,0.43,0.04%,8.76%,-14.71%,52.26,1.54M,0.42,117.50,118.08,119.27,116.73,1.36,154.48,Sep-06,Tapas Strickland joins Moomoo Australia and New Zealand as chief market strategist,https://finviz.com/news/389235/tapas-strickland-joins-moomoo-australia-and-new-zealand-as-chief-market-strategist,"Class action deadline passes, lifting uncertainty and fueling FUTU 8.84% gain",Financial,3.46,11.60B,1.13,1.13,3.31B,1.42B,42.62%,9.11%,3.01%,-42.36%,45.02%,-1.13%,0.49%,-,11.72%,16.86%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,2.0485280295764237,0.00039984006397441576,0.08054431776388372,0.5533769063180811,0,0,0.53|0.81|1.52|0.68|0.81|1.20|0.43|0.68|0.55,5.12|5.07|5.72|5.58|5.50|4.97|4.77|4.74|4.59,0.32|0.42|1.27|0.59|0.51|0.59|0.44|0.45|0.42
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,XP,XP,XP Inc,Capital Markets,Brazil,9.84B,9.93,"23,438,740",19.04,-4.75%,Aug 17/a,-,8.10,0.79,2.70,1.10,21.41,7.20,22.69%,1.37%,18.73%,0.12,3.74,-,1.92,0.53,6.98%,13.91%,12.04%,19.21%,10.31%,7.89%,15.03%,20.82%,21.83%,20.39%,16.84%,68.44%,31.87%,27.62%,0.00%,-0.92%,1.71%,17.53%,21.74%,-5.46%,16.31%,4.56%,-23.44%,0.74,3.92%,1.04,8.24%,12.10%,5.51%,62.25,5.32M,4.40,19.99,19.81,19.81,18.90,1.23,23.38,Aug-24,XP Inc (XP) (Q2 2026) Earnings Call Highlights: Record Client Assets and Strategic Resilience ...,https://finance.yahoo.com/markets/stocks/articles/xp-inc-xp-q2-2026-030103841.html,Itaú BBA Outperform upgrade and $22 target drive XP Inc. 5.8% surge,Financial,6.39,26.25B,0.31,0.31,3.65B,1.01B,62.02%,-61.01%,4.51%,-17.68%,28.65%,-3.89%,-0.90%,-,2.87%,0.64%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,2.7772500421920596,0.0761271249076127,0.10793933987511156,1.2297297297297298,0,,1.38|0.85|1.55|0.63|0.85|1.23,0.66|0.65|0.74|0.72|0.71|0.74,1.07|0.94|1.67|0.94|1.22|4.40
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,GLXY,GLXY,Galaxy Digital Inc,Capital Markets,USA,9.83B,-,"5,789,833",25.15,-7.02%,Aug 05/b,-,-,-,7.89,-,35.26,11.30,-5.83%,-0.97%,-2.07%,1.56,2.78,-,-0.60,-0.03,-19.52%,72.67%,52.54%,-,-,-,-,-73.19%,-191.71%,80.32%,92.52%,61.22%,29.72%,-7.79%,-5.20%,3.57%,7.34%,28.84%,-23.04%,15.21%,12.48%,-5.38%,577.57%,1.83,6.76%,3.74,6.37%,8.45%,0.31%,54.22,6.79M,0.85,27.05,27.08,27.19,25.05,1.25,40.62,8 hours,Cosmos Launches Partner Network to Help Financial Institutions Accelerate Tokenization and Digital Assets Initiatives,https://finviz.com/news/390259/cosmos-launches-partner-network-to-help-financial-institutions-accelerate-tokenization-and-digital-assets-initiatives,Galaxy Digital's five Texas data center projects totaling ~4.2 GW get conditional ERCOT Batch Zero large-load classifications,Financial,5.72,14.07B,1.50,1.50,1.25B,-97.02M,77.66%,18.41%,6.29%,-45.23%,53.07%,-7.13%,0.11%,-,80.46%,-1.62%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,1.0708140287760717,0.059885306007333036,0.07791609036422312,1.1693989071038253,0,0,0.79|0.60|0.75|1.28|0.60|0.92|1.49|0.47|0.78|1.17,2.40|2.30|2.26|1.89|1.83|1.82|1.91|1.84|1.81|1.83,0.74|0.74|0.74|1.13|0.63|1.01|1.19|0.51|0.62|0.85
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,VIRT,VIRT,Virtu Financial Inc,Capital Markets,USA,9.76B,10.44,"615,580",62.89,-0.21%,Jul 30/b,-,9.07,1.52,2.61,20.80,9.38,3.84,31.65%,2.22%,12.56%,1.21,2.83,0.00%,6.02,1.51,25.07%,-3.26%,28.04%,-0.13%,5.96%,16.37%,2.26%,20.12%,-0.94%,36.35%,27.58%,50.39%,37.84%,13.84%,-0.81%,3.40%,-3.72%,12.97%,15.27%,53.20%,88.75%,65.28%,241.98%,2.69,4.73%,0.63,-0.40%,3.07%,31.16%,51.35,1.34M,0.46,63.02,63.41,64.00,62.20,2.43,66.71,Sep-08,Abu Dhabi Securities Exchange and Virtu Financial Announce the Launch of Block Crossing for Equity Securities Listed on Abu Dhabi Securities Exchange,https://finviz.com/news/389597/abu-dhabi-securities-exchange-and-virtu-financial-announce-the-launch-of-block-crossing-for-equity-securities-listed-on-abu-dhabi-securities-exchange,Virtu Financial launches POSIT block-trading indications network for ADX-listed equities with ADX and Arqaam Capital,Financial,8.61,14.36B,0.94,0.94,3.74B,518.23M,94.15%,162.70%,3.81%,-8.54%,99.33%,-0.82%,0.62%,0.00%,0.66%,4.46%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,0.6963625615536125,-0.004016064257028117,0.029785582613757633,0.6691449814126383,1,0,1.08|1.56|0.58|0.90|0.47|0.56|0.59|0.49|0.74|0.67,2.51|2.80|2.74|3.20|3.07|2.97|2.93|2.82|2.76|2.69,0.79|1.65|1.21|0.81|0.70|0.72|1.18|0.70|0.52|0.46
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,WULF,WULF,TeraWulf Inc,Capital Markets,USA,8.55B,-,"21,771,551",17.13,-4.09%,Aug 05/b,-,-,-,51.74,-,-,66.72,-1212.12%,-43.71%,-46.53%,27.44,35.56,-,-4.40,-0.18,-80.00%,92.81%,-26.20%,-49.56%,-,123.78%,65.83%,-6.02%,-3973.68%,-1179.58%,14.65%,6.33%,-227.32%,-1179.94%,-1.20%,24.83%,16.93%,5.74%,-32.29%,19.37%,49.09%,66.31%,851.67%,1.29,7.13%,3.82,5.86%,-5.37%,-4.44%,51.46,32.99M,0.66,17.86,18.05,18.08,16.97,1.05,35.73,Sep-08,"BTBT, WULF Stocks Defy Market Sell-Off After Bullish Wall Street Backing On Pivot Away From Bitcoin Mining",https://finance.yahoo.com/m/aab82960-941d-3710-9aa2-a7121e4deda6/btbt%2C-wulf-stocks-defy-market.html,TeraWulf shares rise after Freedom Capital initiates coverage with a Buy rating and a $19 price target.,Financial,3.09,11.02B,0.75,0.75,165.19M,-1.95B,87.98%,-30.93%,6.76%,-42.59%,87.62%,-5.10%,1.06%,-,-696.39%,-2.67%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,-0.7535517769329267,0.05535613073871158,-0.05674733171298748,0.8604651162790693,0,0,0.78|1.02|0.68|0.56|0.52|0.62|1.19|0.45|1.08|0.86,2.34|2.30|2.25|1.53|1.48|1.47|1.34|1.28|1.30|1.29,0.97|1.83|0.96|0.91|0.60|0.83|1.14|0.63|1.12|0.66
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,FIGR,FIGR,Figure Technology Solutions Inc,Capital Markets,USA,8.52B,41.78,"7,490,533",38.12,-0.38%,Aug 13/b,-,25.09,0.51,14.00,-,30.71,13.80,26.22%,11.05%,13.69%,0.23,1.04,-,0.91,0.29,124.44%,25.34%,-,-,49.29%,57.94%,-,84.85%,179.01%,-,-,82.68%,42.11%,32.72%,-0.81%,12.18%,13.12%,32.27%,34.79%,-3.71%,-6.66%,-,-,2.59,7.87%,0.36,5.84%,18.62%,3.34%,59.00,4.09M,1.83,38.26,40.00,40.60,37.84,1.56,52.67,7 hours,"Uber initiated, Thermo Fisher upgraded: Wall Street's top analyst calls",https://finance.yahoo.com/markets/stocks/articles/meta-platforms-upgraded-okta-downgraded-134312557.html,"BofA Securities upgrades Figure Technology Solutions (FIGR) to Neutral, raises price target to $49 from $31 on stronger growth outlook",Financial,5.34,8.40B,1.40,1.40,608.80M,199.20M,46.53%,-,8.30%,-51.13%,58.11%,-4.70%,4.53%,-,44.33%,4.90%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,2.310334613824749,0.05517762660619801,0.15697184285955143,1.0656370656370648,0,0,0.90|0.95|1.27|1.35|0.78|1.51|0.62|1.16|1.07,2.45|2.39|2.45|2.57|2.52|2.62|2.55|2.58|2.59,0.47|0.63|1.03|1.30|0.85|1.30|0.67|1.14|1.83
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,SNEX,SNEX,StoneX Group Inc,Capital Markets,USA,8.36B,17.97,"1,066,247",69.34,0.39%,Aug 05/a,RUT,15.67,0.75,0.05,1.13,9.56,0.17,21.15%,1.16%,10.43%,0.72,7.05,-,3.86,0.88,66.74%,1.37%,9.81%,8.97%,20.96%,26.09%,19.58%,15.38%,22.57%,50.19%,20.57%,2.95%,1.65%,0.32%,-8.06%,1.44%,2.26%,7.14%,-14.81%,46.75%,64.00%,62.97%,285.92%,2.67,3.49%,0.61,1.74%,-3.99%,11.52%,49.04,1.25M,0.86,69.07,68.55,70.58,68.54,2.00,75.00,14 hours,Launch of StoneX Trading marks a new era for City Index,https://finviz.com/news/389956/launch-of-stonex-trading-marks-a-new-era-for-city-index,"StoneX Group announces the relaunch of its UK retail trading brand City Index as StoneX Trading, with the City Index UK brand to be retired on September 12.",Financial,3.81,26.21B,0.78,0.76,157.72B,510.10M,83.96%,417.98%,3.45%,-26.75%,90.24%,1.15%,-0.75%,-,16.73%,11.11%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,-1.0792672579752376,0.017102417928052015,-0.04155817102385181,0.7640449438202218,0,0,1.03|0.42|0.40|0.59|0.52|0.78|1.06|0.55|0.45|0.76,6.72|6.46|6.20|3.21|3.10|3.04|2.93|2.83|2.72|2.67,0.87|0.89|0.85|0.86|0.44|0.62|0.73|0.45|0.58|0.86
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,RIOT,RIOT,Riot Platforms Inc,Capital Markets,USA,8.28B,-,"14,765,569",22.07,-0.85%,Aug 10/a,RUT,-,-,12.28,-,-,12.77,-48.24%,-35.08%,-47.19%,0.28,0.40,-,-3.72,-0.31,-30.93%,55.34%,18.94%,-45.17%,31.07%,35.69%,121.73%,13.89%,-217.77%,-842.33%,24.51%,-28.26%,-74.16%,-196.28%,-1.31%,11.75%,24.06%,13.76%,-12.75%,50.75%,74.19%,45.10%,101.55%,1.69,8.61%,3.75,9.76%,5.95%,17.76%,56.22,18.49M,0.80,22.26,22.55,22.70,21.61,1.14,32.79,7 hours,Large cryptocurrencies mixed as XRP climbs,https://www.marketwatch.com/data-news/large-cryptocurrencies-mixed-as-xrp-climbs-997a6772-cca34b8b4729?mod=mw_FV,"Bitcoin surge above $81,000 drives 13% rally in Riot Platforms",Financial,15.09,8.61B,1.59,1.59,674.51M,-1.32B,84.72%,-29.60%,7.92%,-27.21%,91.91%,-2.13%,1.30%,-,-124.20%,12.91%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,0.7333843417264484,0.0889212827988337,0.05615856536101938,0.6449704142011834,1,0,0.62|1.00|0.66|1.02|0.44|0.65|1.50|0.66|0.70|0.64,2.03|2.00|1.94|1.99|1.91|1.86|1.82|1.78|1.74|1.69,0.68|0.78|0.76|0.88|0.49|0.82|1.28|0.83|0.80|0.80
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,BGC,BGC,BGC Group Inc,Capital Markets,USA,5.80B,30.57,"2,459,754",12.19,1.84%,Jul 30/b,RUT,7.74,-,1.76,14.72,17.77,2.18,19.54%,3.74%,6.44%,1.79,1.81,-13.99%,0.40,0.33,19.07%,12.10%,34.48%,21.14%,-,17.85%,7.43%,14.76%,159.46%,31.48%,27.75%,93.25%,9.03%,5.80%,-0.01%,-16.89%,1.67%,18.46%,11.12%,32.79%,36.51%,21.54%,139.49%,0.39,3.28%,0.98,4.70%,7.57%,18.24%,61.36,3.07M,0.80,11.97,12.00,12.33,11.85,1.00,15.50,Aug-20,"FMX to Host Investor Day on October 13, 2026",https://finviz.com/news/384334/fmx-to-host-investor-day-on-october-13-2026,BGC rebounds ~6% recovering from post-Q2 earnings selloff,Financial,7.37,7.18B,1.94,1.94,3.29B,190.87M,65.58%,140.43%,3.03%,-5.39%,47.49%,1.58%,0.25%,25.99%,4.48%,4.03%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,2.1996004986615794,0.044890162368672284,0.07037278051501361,1.2307692307692317,1,0,0.73|0.51|0.80|0.40|0.85|0.90|0.59|0.79|0.63|1.23,0.44|0.41|0.41|0.40|0.39|0.39|0.39|0.39|0.38|0.39,0.63|0.57|0.63|0.72|0.81|0.84|0.62|0.52|0.55|0.80
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,MKTX,MKTX,MarketAxess Holdings Inc,Capital Markets,USA,5.75B,19.24,"625,099",163.26,-0.04%,Jul 30/b,-,18.85,2.08,6.59,40.16,12.87,6.45,23.34%,13.94%,22.62%,0.09,0.14,4.84%,8.48,1.95,7.49%,9.03%,-0.03%,-3.29%,9.08%,5.72%,4.27%,-2.75%,1.31%,42.71%,3.65%,79.67%,40.28%,35.15%,-0.18%,-1.24%,0.38%,0.47%,40.13%,-10.39%,-9.93%,-13.24%,-27.96%,1.08,0.18%,0.79,0.38%,14.14%,3.99%,81.90,1.04M,0.60,163.32,163.37,163.50,163.19,2.86,158.00,2 hours,"Are MKTX, HOWL, PSNL Obtaining Fair Deals for their Shareholders?",https://finviz.com/news/390406/are-mktx-howl-psnl-obtaining-fair-deals-for-their-shareholders,"UBS downgrades MarketAxess to Neutral, cuts price target to $167 on Intercontinental Exchange acquisition deal",Financial,17.95,5.62B,1.71,1.71,871.61M,306.40M,112.25%,-63.20%,0.24%,-16.69%,50.12%,-0.07%,0.03%,2.78%,5.16%,0.60%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,18.726972723555864,0.0037856146642758067,0.12388295076222183,0.28703703703703914,0,0,0.16|0.12|0.11|0.58|0.37|0.39|0.29,1.89|1.77|1.66|1.26|1.20|1.14|1.08,0.77|0.63|0.87|0.98|0.58|1.45|0.60
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,MRX,MRX,Marex Group Ltd,Capital Markets,Bermuda,5.45B,14.11,"803,274",75.72,-1.29%,Aug 12/b,RUT,11.21,0.46,1.24,-,-2.95,-0.98,26.20%,1.07%,9.02%,1.52,6.12,-,5.37,1.47,51.16%,11.99%,44.69%,51.48%,24.53%,45.63%,43.68%,33.95%,105.96%,99.96%,-,75.28%,32.19%,9.40%,-3.33%,-0.90%,4.27%,25.05%,25.18%,110.63%,97.39%,117.40%,-,3.37,4.92%,-0.08,4.33%,12.08%,48.72%,61.52,835.70K,0.96,76.71,76.60,77.76,74.00,1.14,86.14,Aug-14,IPO Stock Of The Week: Marex Attempts Breakout With Rally To Record Highs,https://www.investors.com/stock-lists/ipo-analysis/marex-stock-mrx-new-buy-point?mod=IBD_FV,"Marex posts record Q2 2026 with broad-based growth and margin expansion, beating estimates and targeting top-end 10–20% growth",Financial,0.26,-4.30B,1.13,1.11,4.40B,413.30M,80.28%,-,4.88%,-4.29%,171.30%,-1.15%,-0.14%,-,20.36%,11.28%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,2.421695397734134,0.041502923416083505,0.10778015703069242,1.1157270029673605,1,0,1.55|0.60|0.62|0.59|0.83|0.84|1.31|1.01|0.96|1.12,3.52|3.40|3.30|3.44|3.40|3.36|3.35|3.35|3.34|3.37,0.64|0.44|0.77|0.35|0.54|0.54|2.19|1.85|1.15|0.96
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,MC,MC,Moelis & Co,Capital Markets,USA,5.30B,22.77,"1,199,330",65.39,-4.91%,Jul 29/a,RUT,16.59,1.30,3.37,12.24,18.07,3.49,44.68%,16.60%,30.30%,0.49,0.52,13.18%,2.87,0.76,3.12%,27.88%,11.22%,-0.03%,12.76%,15.95%,10.24%,12.05%,16.45%,12.33%,13.69%,-,18.42%,14.50%,-0.82%,-0.58%,-2.05%,2.67%,-7.62%,19.06%,-4.87%,-9.42%,39.42%,2.50,3.61%,1.88,-3.66%,-3.04%,-1.19%,43.12,893.20K,1.34,68.77,69.35,69.35,65.33,2.82,72.20,Aug-31,"Final Agenda: 2nd LA CorpGov Forum Sep 18 Featuring Activism, Sports, Entertainment",https://finance.yahoo.com/media-advertising/articles/final-agenda-2nd-la-corpgov-214417129.html,"Moelis posts record Q2 revenue $409.4M (+12% YoY) and backlog, margins improve, signals strong second half",Financial,25.43,5.49B,0.63,0.63,1.57B,228.26M,108.88%,8.91%,3.73%,-16.40%,28.07%,-5.71%,0.84%,2.70%,2.09%,5.71%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,-0.8200726072607267,-0.03799045048785543,-0.03135313531353138,1.6079999999999983,0,0,1.11|0.78|1.00|1.07|0.63|0.82|1.15|0.60|0.83|1.61,3.00|2.99|3.03|2.66|2.59|2.56|2.49|2.41|2.38|2.50,1.04|0.71|0.68|0.95|0.63|0.82|0.51|0.44|0.55|1.34
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Capital Markets,MARA,MARA,MARA Holdings Inc,Capital Markets,USA,4.60B,-,"38,238,677",11.92,0.76%,Aug 06/a,RUT,-,-,5.73,-,-,8.37,-107.12%,-57.26%,-95.00%,1.19,1.49,-,-9.16,-0.31,-27.97%,82.73%,15.48%,-95.80%,29.22%,97.50%,190.86%,-26.67%,-186.86%,-642.27%,0.73%,-75.61%,-122.80%,-429.71%,-3.87%,8.63%,16.52%,24.69%,-10.44%,39.09%,32.74%,-25.17%,9.26%,0.91,8.06%,5.35,11.57%,5.07%,9.13%,56.22,46.99M,0.81,11.83,12.09,12.15,11.60,2.00,18.00,Sep-03,What Are You Actually Buying In Applied Digital Stock?,https://finance.yahoo.com/m/3dd3cec3-1235-3ce0-a3d6-c8fdab9a859e/what-are-you-actually-buying.html,MARA Holdings trades as Bitcoin breaks out to new 2026 highs amid optimism over U.S. crypto regulation and improved risk sentiment from Treasury bond buyback plans,Financial,10.58,6.73B,0.89,0.89,804.22M,-3.46B,73.52%,-69.35%,7.09%,-49.17%,78.98%,-1.41%,2.20%,-,-1060.38%,-16.50%,freshness_fill,2,75.0,23.0,36.0,16.0,0.6961392768914602,0.7937062937062936,0.9166666666666666,0.041358875865918,0.7954545454545454,0.8770741550262451,0.0815850815850816,1.0,1.0,1.0,0.0,0.0,0.5279999999999999,0.6320684169737187,0.1037017119297302,0.04825354525554396,0.6043956043956051,1,0,1.03|0.84|0.76|1.21|0.74|1.03|1.43|0.33|1.14|0.60,1.31|1.25|1.23|1.01|1.00|1.01|0.96|0.92|0.93|0.91,1.05|1.32|1.12|1.05|0.91|1.29|1.50|0.81|1.15|0.81
