date,collected_at,list_category,selector_version,group,ticker,Ticker,Company,Industry,Country,Market Cap,P/E,Volume,Price,Change,Earnings,Index,Forward P/E,PEG,P/S,P/FCF,EV/EBITDA,EV/Sales,ROE,ROA,ROIC,LTDebt/Eq,Debt/Eq,Dividend Gr. 5Y,EPS,EPS next Q,EPS This Y,EPS Next Y,EPS Past 3Y,EPS Past 5Y,EPS Next 5Y,Sales Past 3Y,Sales Past 5Y,Sales Q/Q,EPS Q/Q,EPS YoY TTM,Sales YoY TTM,Gross M,Oper M,Profit M,Insider Trans,Inst Trans,Perf Week,Perf Month,Perf Quart,Perf Half,Perf YTD,Perf Year,Perf 3Y,ATR,Volatility M,Beta,SMA20,SMA50,SMA200,RSI,Avg Volume,Rel Volume,Prev Close,Open,High,Low,Recom,Target Price,News Time,News Title,News URL,Daily Digest,Sector,P/C,Enterprise Value,Curr R,Quick R,Sales,Income,Inst Own,Perf 5Y,Volatility W,52W High,52W Low,Change from Open,Gap,Dividend Gr. 3Y,EPS Surprise,Revenue Surprise,grp_rank_basis,grp_category_rank,grp_sum_mid_rank,grp_rank_month,grp_rank_quarter,grp_rank_half,grp_momentum_confirmed,grp_momentum_score,grp_momentum_score_pctile,grp_momentum_accel,grp_momentum_weighted_mid,grp_rank_agreement,grp_regime_short_long,grp_rs_score,grp_rs_agreement,grp_rs_confirmed,grp_rs_accel,grp_rs_new_high,grp_rs_slope,atr_ext_50,risk_20ma_pct,risk_50ma_pct,range_atr,stage2,tight_range_7,range_atr_spark,atr_spark,relvol_spark
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,VRTX,VRTX,Vertex Pharmaceuticals Inc,Biotechnology,USA,132.08B,30.32,"931,511",521.12,-1.47%,Aug 03/a,"NDX, S&P 500",24.59,2.19,10.40,34.79,24.08,9.94,23.54%,17.12%,19.82%,0.10,0.10,-,17.19,4.80,1.92%,12.99%,6.12%,8.28%,11.22%,11.34%,14.23%,11.99%,8.02%,22.53%,11.45%,86.12%,39.54%,34.69%,-5.45%,0.13%,-4.84%,-0.53%,16.90%,4.40%,14.95%,31.44%,51.91%,13.59,2.38%,0.28,-3.25%,2.19%,11.56%,46.34,1.48M,0.63,528.90,524.00,528.16,520.08,1.64,574.32,Sep-01,Goldman Sachs refreshes conviction lists on both sides of the Atlantic,https://finance.yahoo.com/markets/stocks/articles/goldman-sachs-refreshes-conviction-lists-172632169.html,"Vertex sees >$5B peak annual revenue from PALSONIFY, atumelnant after completing ~$10B acquisition of Crinetics",Healthcare,16.80,126.20B,3.19,2.74,12.70B,4.41B,98.19%,177.06%,1.91%,-6.98%,39.27%,-0.55%,-0.93%,-,-0.23%,3.20%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,0.8217770343819171,-0.03359173126614981,0.02143066836285357,0.5945548197203773,1,0,0.49|0.75|0.68|1.04|0.47|0.70|0.66|0.96|1.06|0.59,14.64|14.36|14.01|14.06|13.54|13.34|13.01|13.04|13.96|13.59,0.55|0.56|0.59|0.79|0.49|1.16|0.53|0.54|0.76|0.63
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,REGN,REGN,Regeneron Pharmaceuticals Inc,Biotechnology,USA,83.15B,19.96,"565,689",807.65,-0.33%,Jul 30/b,"NDX, S&P 500",13.25,0.86,5.35,22.11,16.56,5.01,14.04%,10.83%,12.85%,0.06,0.09,-,40.46,16.04,22.45%,12.34%,2.76%,6.33%,15.44%,5.62%,11.04%,16.73%,-4.52%,0.38%,9.29%,81.46%,26.87%,27.86%,-0.11%,-0.39%,-1.96%,-0.05%,31.07%,4.61%,4.64%,45.12%,-2.77%,20.48,2.42%,0.15,-1.31%,8.42%,10.17%,53.66,835.22K,0.68,810.31,803.83,808.63,796.72,1.93,854.29,Sep-04,"Trailing rivals, AbbVie scores win with dual-acting myeloma drug",https://finance.yahoo.com/m/18670613-45da-3d74-8710-2bac878e3118/trailing-rivals%2C-abbvie.html,Regeneron sets U.S. list price for FOP drug Pasatru at about $1.4 million per patient annually,Healthcare,10.39,77.85B,3.34,2.78,15.53B,4.33B,91.70%,25.00%,2.64%,-6.02%,49.29%,0.48%,-0.80%,-,40.69%,12.40%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,3.0626398820847167,-0.013273887931908061,0.07766094816454529,0.5815429687499984,1,1,0.88|0.70|1.07|1.22|1.03|1.39|1.05|0.77|1.04|0.58,19.37|18.94|19.04|19.37|19.81|20.59|20.67|20.45|21.01|20.48,0.63|0.83|0.54|1.00|0.78|0.86|0.58|0.66|0.66|0.68
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,ARGX,ARGX,Argen X SE ADR,Biotechnology,Netherlands,62.70B,38.20,"210,072",1002.31,-0.47%,Jul 23/b,-,25.95,0.73,12.01,54.26,37.45,11.02,23.62%,19.92%,20.27%,0.00,0.01,-,26.24,7.61,47.58%,33.76%,-,-,35.69%,116.43%,151.37%,60.67%,104.48%,30.28%,70.57%,89.49%,28.83%,32.82%,0.00%,-3.75%,-2.55%,15.73%,13.38%,34.94%,19.19%,30.68%,96.65%,30.70,2.70%,0.44,-0.00%,7.82%,18.55%,54.14,318.97K,0.66,1007.07,991.68,1008.93,988.69,1.29,1198.28,Sep-01,argenx to Present at Upcoming Investor Conferences,https://finviz.com/news/387172/argenx-to-present-at-upcoming-investor-conferences,"argenx announces it has completed the acquisition of Forte Biosciences for $77 per share in cash, adding first-in-class anti-CD122 antibody FB102 to its immunology pipeline.",Healthcare,12.10,57.57B,5.12,4.89,5.22B,1.71B,45.55%,203.03%,2.02%,-6.57%,51.44%,1.07%,-1.53%,-,15.41%,6.46%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,2.3679422876950786,0.0,0.07252828788721943,0.6592833876221464,1,0,0.75|0.52|1.05|1.02|0.55|0.93|0.57|0.56|0.66|0.66,33.49|32.29|32.87|32.92|31.82|32.71|31.66|30.99|31.50|30.70,1.09|0.97|0.52|0.68|0.58|0.65|0.63|0.38|0.95|0.66
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,MRNA,MRNA,Moderna Inc,Biotechnology,USA,54.14B,-,"8,610,001",135.61,-3.36%,Jul 31/b,S&P 500,-,-,24.30,-,-,22.57,-39.00%,-27.43%,-39.41%,0.18,0.19,-,-7.98,-1.10,-14.77%,42.39%,-,-29.93%,27.04%,-53.32%,19.33%,2.11%,7.60%,-6.22%,-27.62%,12.57%,-149.01%,-141.43%,-1.97%,2.15%,-12.10%,126.73%,184.12%,146.65%,359.85%,454.19%,25.98%,12.92,10.56%,1.14,7.85%,53.62%,142.34%,58.13,15.84M,0.54,140.33,140.29,143.94,135.52,2.81,109.67,Sep-08,"AI, Cancer Vaccines, and Next-Gen Medicine",https://finviz.com/news/389927/ai-cancer-vaccines-and-next-gen-medicine,"Rothschild & Co Redburn downgrades Moderna to Sell from Neutral, raises price target to $81 on intismeran cancer vaccine concerns",Healthcare,10.54,50.29B,2.29,2.18,2.23B,-3.15B,79.87%,-70.26%,7.77%,-23.24%,508.66%,-3.34%,-0.02%,-,3.06%,40.87%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,3.6636016941808487,0.07278627723690308,0.34904309334722045,0.6517027863777081,1,0,0.72|0.67|0.37|0.72|1.15|0.70|0.54|0.96|0.59|0.65,15.34|15.04|14.64|14.34|14.50|14.17|13.73|13.69|13.27|12.92,1.60|1.78|1.80|1.26|1.74|1.09|0.87|0.97|0.66|0.54
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,RVMD,RVMD,Revolution Medicines Inc,Biotechnology,USA,44.51B,-,"1,227,149",207.68,0.17%,Aug 05/a,-,-,-,-,-,-,-,-79.09%,-52.37%,-46.78%,0.45,0.46,-,-8.81,-2.42,-63.16%,39.59%,-24.48%,-29.13%,25.93%,-,-,-,-132.54%,-95.67%,-100.00%,-,-,-,-2.48%,6.41%,-1.04%,0.34%,38.87%,110.07%,160.74%,407.28%,546.58%,7.85,3.73%,1.40,-1.17%,5.10%,53.35%,52.94,2.30M,0.53,207.32,206.01,213.00,204.46,1.10,251.21,Sep-04,Ionis rare neurology drug approved; Pfizer inks an ADC deal,https://finance.yahoo.com/m/b8e3a2fd-6f88-32dd-88a2-d14e54284c02/ionis%E2%80%99-rare-neurology-drug.html,Revolution Medicines announces NEJM publication of positive Phase 1/2 RASONQUE data in RAS mutant metastatic non-small cell lung cancer,Healthcare,11.30,41.77B,11.38,11.38,0.00M,-1.77B,92.41%,579.80%,2.96%,-7.41%,422.73%,0.81%,-0.63%,-,-49.81%,-100.00%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,1.2837855363711828,-0.011838510573712484,0.04852521408182677,1.0878980891719736,1,0,2.39|1.00|1.80|0.75|0.91|0.80|0.62|0.54|0.86|1.09,8.10|8.15|8.69|8.60|8.53|8.40|8.16|7.88|7.80|7.85,1.40|1.33|0.79|0.90|0.75|0.56|0.48|0.38|1.04|0.53
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,ONC,ONC,BeOne Medicines Ltd ADR,Biotechnology,Switzerland,36.60B,61.68,"674,703",351.00,-0.14%,Aug 05/b,-,34.62,0.47,5.96,27.45,30.89,5.43,14.70%,8.49%,9.50%,0.34,0.40,-,5.69,1.90,183.05%,36.19%,-,-,73.52%,55.88%,76.88%,29.39%,143.77%,449.53%,34.39%,86.76%,15.06%,10.70%,-63.24%,0.53%,-2.13%,-2.23%,30.89%,14.93%,15.53%,-0.04%,82.21%,9.19,2.15%,0.61,-3.59%,4.39%,10.44%,47.83,363.38K,1.86,351.48,347.82,351.94,346.17,1.28,434.65,Aug-31,BeOne Medicines Announces Voluntary Agreement with U.S. Government to Expand Access to Innovative Cancer Medicines,https://www.businesswire.com/news/home/20260831047788/en/,BeOne Medicines announces U.S. FDA approval of its TEVIMBRA-based regimen for first-line treatment of HER2-positive gastric and gastroesophageal junction adenocarcinoma.,Healthcare,6.96,33.39B,3.40,3.06,6.14B,657.23M,33.31%,4.05%,2.18%,-8.88%,38.22%,0.91%,-1.04%,-,23.45%,4.95%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,1.6061911466386283,-0.03723680116170521,0.0420538365743846,0.6278563656147967,1,0,0.59|0.37|0.80|0.86|0.94|1.04|0.73|0.56|0.85|0.63,9.61|9.23|9.12|9.46|9.41|9.59|9.39|9.08|9.45|9.19,0.35|0.63|0.96|0.97|0.97|0.82|0.34|0.56|1.10|1.86
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,RPRX,RPRX,Royalty Pharma plc,Biotechnology,USA,34.84B,32.25,"4,344,424",60.59,0.00%,Aug 05/b,-,10.57,1.03,13.74,11.57,28.96,18.11,12.36%,4.27%,5.29%,1.26,1.31,24.01%,1.88,1.18,10.62%,7.33%,163.11%,-7.26%,10.23%,2.06%,2.30%,16.50%,-43.58%,-18.25%,9.99%,99.81%,62.33%,32.13%,-1.63%,1.39%,-2.78%,4.52%,8.92%,31.80%,56.81%,66.00%,107.57%,1.59,2.22%,0.41,-0.91%,2.52%,22.53%,49.85,3.09M,1.41,60.59,60.60,60.80,59.31,1.40,65.71,1 hour,Royalty Pharma to present at upcoming investor conferences,https://finviz.com/news/390432/royalty-pharma-to-present-at-upcoming-investor-conferences,Novartis pelacarsen Phase 3 miss pressures RPRX in premarket despite protected economics,Healthcare,41.63,45.92B,2.80,2.80,2.54B,814.79M,85.08%,58.24%,2.24%,-5.89%,74.96%,-0.02%,0.02%,5.01%,3.82%,1.85%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,0.9366897577278924,-0.00918357049147238,0.02458056964494717,0.9371069182389904,1,0,0.59|0.99|1.00|0.96|0.73|0.94|1.07|0.73|1.39|0.94,1.35|1.35|1.35|1.35|1.33|1.33|1.34|1.31|1.60|1.59,0.43|0.62|0.50|1.16|0.84|1.01|0.89|1.10|2.82|1.41
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,ALNY,ALNY,Alnylam Pharmaceuticals Inc,Biotechnology,USA,34.52B,43.56,"1,409,003",258.00,-0.81%,Jul 30/b,NDX,25.60,0.34,7.19,43.48,32.43,7.12,100.70%,15.96%,20.01%,1.98,2.21,-,5.92,1.77,186.44%,50.99%,-,-,75.12%,52.98%,49.77%,66.86%,337.86%,347.31%,95.14%,79.65%,20.81%,16.82%,-1.72%,-0.30%,4.83%,18.90%,-13.33%,-19.97%,-35.12%,-46.49%,28.08%,11.95,4.19%,0.26,6.77%,0.20%,-19.15%,56.39,1.82M,0.78,260.10,257.07,261.98,253.27,1.62,374.25,Sep-02,Alnylam to Webcast Presentations at Upcoming September Investor Conferences,https://finviz.com/news/388010/alnylam-to-webcast-presentations-at-upcoming-september-investor-conferences,Analyst notes on AMVUTTRA differentiation vs rival drive ALNY 8% surge,Healthcare,10.44,34.20B,3.05,2.99,4.80B,807.99M,100.74%,36.08%,5.60%,-47.94%,30.43%,0.36%,-1.16%,-,-25.78%,-2.36%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,0.04309372886027004,0.06340732415472515,0.0019960079840318874,0.72887029288703,0,1,0.85|0.45|0.55|0.86|0.90|1.93|0.81|0.75|1.48|0.73,12.51|11.74|11.35|11.33|11.25|12.14|11.97|11.74|12.19|11.95,1.15|0.92|0.65|0.94|1.12|1.88|0.96|0.80|1.12|0.78
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,ROIV,ROIV,Roivant Sciences Ltd,Biotechnology,United Kingdom,30.20B,-,"10,807,236",41.81,0.80%,Aug 06/b,-,-,-,4010.67,-,-,3605.82,-6.21%,-5.15%,-6.15%,0.02,0.03,-,-0.44,-0.37,-157.82%,4.82%,32.67%,34.68%,9.60%,-48.73%,-19.07%,-33.55%,19.77%,45.61%,-67.58%,43.37%,-18146.12%,-3534.96%,-3.49%,3.88%,21.12%,16.85%,43.92%,40.77%,92.67%,210.16%,231.83%,1.64,3.67%,1.09,14.45%,17.55%,45.67%,73.24,6.55M,1.65,41.48,41.39,42.28,41.08,1.36,45.59,Sep-08,"Why Did DELL, ROIV, SHEL Stocks Surge To 52-Week Highs Today?",https://finance.yahoo.com/m/193d6f6f-5bbc-3b81-b151-e51aabec9d92/why-did-dell%2C-roiv%2C-shel.html,"Roivant's mosliciguat PHocus Phase 2 PH-ILD trial meets endpoints as Jefferies, H.C. Wainwright boost price targets, reiterate Buy",Healthcare,7.85,27.15B,16.72,16.72,7.53M,-266.25M,76.42%,319.78%,4.69%,-1.62%,224.11%,1.01%,-0.22%,-,-11.72%,-29.89%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,3.806193005571059,0.12625600698995199,0.1492981709910676,0.7317073170731725,1,0,0.54|1.15|1.92|1.05|0.56|1.28|0.62|1.03|2.43|0.73,1.13|1.14|1.27|1.27|1.23|1.26|1.22|1.23|1.68|1.64,0.94|0.88|1.58|7.04|1.13|1.01|1.11|0.84|3.96|1.65
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,INSM,INSM,Insmed Inc,Biotechnology,USA,28.13B,-,"2,841,691",128.80,3.13%,Aug 06/b,-,140.89,-,24.72,-,-,24.36,-87.22%,-38.20%,-58.85%,0.96,0.99,-,-4.11,-0.39,75.09%,157.16%,-17.91%,-16.32%,-,35.20%,29.83%,296.11%,96.42%,28.02%,185.76%,82.78%,-71.43%,-76.94%,-15.47%,-0.62%,6.00%,-4.42%,30.05%,-10.46%,-25.99%,-12.50%,390.48%,5.09,3.42%,0.81,2.65%,10.46%,-8.04%,60.33,3.22M,0.88,124.89,124.00,130.83,121.04,1.12,200.18,Sep-04,Insmed Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),https://finviz.com/news/389017/insmed-reports-inducement-grants-under-nasdaq-listing-rule-5635c4,"Japan’s Ministry of Health, Labour and Welfare approves Insmed’s BRINSUPRI (brensocatib 25 mg) for non-cystic fibrosis bronchiectasis in patients 12+",Healthcare,24.24,27.71B,3.72,3.40,1.14B,-875.31M,102.71%,357.71%,3.29%,-39.46%,42.49%,3.87%,-0.71%,-,91.08%,7.58%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,2.3962091727859245,0.02581587920116903,0.09469491218540649,1.9233791748526536,0,0,0.78|0.96|0.70|1.03|0.55|1.15|0.63|0.57|1.28|1.92,5.09|5.08|5.02|5.03|4.86|4.92|4.79|4.63|4.73|5.09,0.57|0.30|0.58|0.70|0.42|0.59|0.56|0.54|0.48|0.88
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,INCY,INCY,Incyte Corp,Biotechnology,USA,25.54B,16.06,"1,272,257",126.01,1.29%,Jul 28/b,S&P 500,14.75,1.45,4.39,13.30,10.86,3.62,30.67%,23.55%,25.30%,0.00,0.01,-,7.85,-2.83,-44.67%,127.05%,61.53%,-,10.16%,14.84%,14.03%,37.72%,38.02%,80.66%,26.93%,91.42%,31.61%,27.71%,-9.18%,-1.21%,0.80%,3.67%,22.07%,31.23%,27.58%,47.21%,96.95%,3.52,2.45%,0.74,0.32%,3.93%,20.07%,54.10,1.76M,0.72,124.40,125.66,127.72,123.57,2.32,128.91,Sep-01,Incyte to Present at Upcoming Investor Conferences,https://finviz.com/news/387392/incyte-to-present-at-upcoming-investor-conferences,Incyte wins European Commission approval for Opzelura cream in adults with moderate atopic dermatitis,Healthcare,5.63,21.04B,4.59,4.51,5.82B,1.61B,103.05%,73.35%,2.62%,-4.97%,55.40%,0.28%,1.01%,-,40.72%,11.31%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,1.3536736374132916,0.0031897926634769464,0.037813913210814905,1.1789772727272743,1,0,0.51|0.63|1.34|0.69|0.78|1.06|1.09|0.60|1.20|1.18,3.50|3.40|3.49|3.44|3.38|3.47|3.49|3.39|3.47|3.52,0.43|0.38|0.65|0.80|0.65|1.27|0.50|0.57|0.71|0.72
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,BNTX,BNTX,BioNTech SE ADR,Biotechnology,Germany,24.65B,-,"706,664",98.13,-0.54%,Aug 04/b,-,-,-,7.97,51.40,-,2.63,-9.35%,-8.08%,-9.54%,0.01,0.02,-,-7.85,0.86,-19.17%,-0.72%,-,-,6.66%,-43.74%,42.57%,-58.46%,-108.42%,-395.95%,-1.05%,63.87%,-37.57%,-63.55%,-10.48%,-0.15%,-3.74%,5.74%,13.45%,16.97%,3.08%,-3.88%,-18.31%,4.12,3.34%,1.24,-5.03%,1.44%,0.51%,45.38,1.21M,0.59,98.66,98.50,98.64,96.87,1.76,119.17,Sep-08,"BMO lowers Amgen, BioNTech to Market Perform as risk-reward shifts",https://finance.yahoo.com/healthcare/articles/bmo-lowers-amgen-biontech-market-112824577.html,BioNTech shares fall after BMO Capital downgrades the stock to Market Perform and cuts its price target to $105 from $128.,Healthcare,1.46,8.12B,7.85,7.80,3.09B,-1.97B,19.53%,-71.70%,2.64%,-20.86%,23.40%,-0.38%,-0.16%,-,-54.07%,-33.16%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,0.3381098588098359,-0.052964093924397215,0.01419558359621445,0.4296116504854359,0,1,0.62|0.59|1.31|0.46|0.41|0.66|0.67|0.60|0.73|0.43,4.46|4.32|4.91|4.72|4.51|4.44|4.33|4.20|4.30|4.12,1.08|1.32|2.61|0.90|0.86|0.63|0.99|0.52|0.94|0.59
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,GMAB,GMAB,Genmab ADR,Biotechnology,Denmark,19.73B,26.17,"2,124,959",33.04,-1.46%,Aug 06/a,-,19.00,0.98,4.78,22.67,16.48,5.69,13.96%,8.28%,7.20%,0.83,0.89,-,1.26,0.37,-23.26%,47.45%,9.68%,6.84%,19.41%,22.11%,19.27%,23.03%,-11.45%,-36.69%,21.75%,93.03%,32.27%,19.04%,0.00%,0.36%,-0.75%,7.03%,31.63%,18.17%,7.27%,18.72%,-12.57%,0.81,1.96%,0.82,-0.66%,7.60%,12.49%,54.97,2.15M,0.99,33.53,33.47,33.75,32.98,1.29,39.07,Aug-07,Genmab Stock Rises 4.4% as Drug Royalties Lift Outlook,https://finance.yahoo.com/healthcare/articles/genmab-stock-rises-4-4-164350819.html,Genmab raises 2026 guidance after strong H1 results,Healthcare,13.12,23.50B,2.46,2.44,4.13B,785.93M,15.57%,-26.33%,1.78%,-6.75%,39.88%,-1.28%,-0.18%,-,37.92%,3.46%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,2.8810867869108265,-0.006643849406080166,0.07063197026022305,0.9506172839506211,1,0,0.61|0.59|0.94|0.85|0.63|0.89|0.70|0.77|0.59|0.95,0.88|0.85|0.86|0.85|0.83|0.85|0.83|0.84|0.81|0.81,1.43|0.85|0.69|0.79|0.72|0.95|0.41|0.47|0.72|0.99
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,ASND,ASND,Ascendis Pharma A/S,Biotechnology,Denmark,17.13B,19.87,"476,157",260.81,-3.44%,Aug 13/b,-,24.94,-,14.03,44.05,114.08,13.69,121.87%,44.55%,41.62%,0.27,0.31,-,13.12,1.08,475.88%,-36.36%,27.03%,14.76%,-,147.23%,152.45%,120.22%,583.50%,379.16%,128.41%,89.84%,10.32%,70.99%,-2.49%,0.83%,0.22%,2.03%,22.31%,8.44%,22.31%,28.54%,167.28%,8.58,3.13%,0.35,1.68%,1.21%,11.94%,53.29,658.90K,0.72,270.09,270.89,272.37,260.75,1.09,313.11,1 hour,First Infant Data from Ascendis Trial of Once-Weekly TransCon CNP (Navepegritide) Presented at ESPE 2026,https://finviz.com/news/390422/first-infant-data-from-ascendis-trial-of-once-weekly-transcon-cnp-navepegritide-presented-at-espe-2026,Ascendis Pharma reports positive 52-week Phase 2 reACHin data for once-weekly TransCon CNP in infants with achondroplasia,Healthcare,18.44,16.71B,2.99,2.32,1.22B,866.59M,102.17%,64.59%,3.40%,-7.56%,40.18%,-3.72%,0.30%,-,91.14%,3.86%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,0.36341169287518693,0.01652242328874903,0.011955340381385314,1.3543123543123547,1,0,0.47|0.31|0.55|2.62|1.25|1.31|0.79|0.72|1.22|1.35,7.78|7.38|7.14|8.15|8.31|8.51|8.38|8.20|8.34|8.58,0.36|0.29|0.48|1.56|0.93|0.64|1.57|1.09|0.98|0.72
2026-09-09,2026-09-09T21:07:13Z,leaders,v3,Biotechnology,JAZZ,JAZZ,Jazz Pharmaceuticals plc,Biotechnology,Ireland,15.66B,16.64,"424,466",241.31,0.52%,Aug 03/a,-,9.32,0.18,3.40,9.84,10.68,3.88,22.11%,8.54%,11.50%,0.70,0.92,-,14.50,6.46,198.61%,3.48%,-17.69%,-,52.87%,5.26%,12.54%,15.55%,123.66%,331.22%,12.59%,73.63%,20.76%,20.45%,-4.64%,-1.66%,-0.98%,-5.93%,5.29%,29.79%,41.95%,87.75%,76.91%,7.38,3.01%,0.36,-2.93%,-3.15%,17.06%,42.91,890.55K,0.48,240.07,238.38,241.44,236.00,1.45,292.84,Sep-08,Quoin in line for second priority review voucher if rare paediatric drug approved,https://finance.yahoo.com/m/01a51aa3-f1f3-3cfc-a8ef-a4b4dfec7d05/quoin-in-line-for-second.html,Jazz Pharmaceuticals' Ziihera plus chemotherapy delivers statistically significant survival benefit vs trastuzumab in Phase 3 HER2-positive gastroesophageal adenocarcinoma,Healthcare,7.12,17.87B,1.78,1.58,4.60B,940.76M,99.98%,79.53%,2.76%,-9.41%,94.79%,1.23%,-0.70%,-,-7.53%,8.42%,sustained_strength,7,52.0,24.0,7.0,21.0,0.6940261112292317,0.7797202797202797,0.8888888888888888,-0.1158196263830068,0.8094405594405595,0.8900962682132748,-0.2645687645687646,0.8333333333333334,1.0,0.8333333333333334,-0.1666666666666666,0.0,-0.166,-1.063481370487426,-0.03018440300813847,-0.03252452245740833,0.7371273712737124,0,0,1.47|0.78|0.82|1.46|1.20|0.90|0.91|0.57|0.74|0.74,7.68|7.55|7.48|7.76|7.88|7.82|7.76|7.51|7.53|7.38,2.86|5.53|1.29|1.31|1.16|1.25|0.55|0.35|0.52|0.48
