date,session,collected_at,ticker,group,list_category,trigger,stop,atr,price,open,high,low,change,status,atr_from_lod,reclaim_ref,reclaim_ref_value,RSI,Volatility W,Volatility M,Rel Volume,52W High,Price,SMA20,SMA50,ATR
2026-09-03,morning,2026-09-03T14:06:56Z,BAX,,watchlist,26.05,25.48,0.84,25.41,25.96,26.09,25.26,-1.13,invalidated,0.17857142857142688,,,47.04,2.82%,2.92%,0.38,-15.30%,25.41,-3.90%,3.18%,0.84
2026-09-03,morning,2026-09-03T14:06:56Z,BFLY,,watchlist,8.5,7.47,0.66,7.42,7.71,7.76,7.41,-2.36,invalidated,0.015151515151514828,,,39.75,7.56%,7.23%,0.46,-26.16%,7.42,-15.59%,-8.46%,0.64
2026-09-03,morning,2026-09-03T14:06:56Z,BIIB,Drug Manufacturers - General,leaders,225.59,216.97,6.08,222.38,225.33,225.44,221.71,-0.13,setting_up,0.11019736842105057,,,61.37,2.73%,2.49%,0.36,-1.42%,222.38,3.43%,6.35%,5.91
2026-09-03,morning,2026-09-03T14:06:56Z,BMRN,Biotechnology,leaders,67.2,64.99,1.84,67.25,67.3,67.55,66.9,0.42,gapped_through,0.19021739130434473,,,59.03,2.41%,3.06%,0.56,-5.25%,67.25,0.62%,7.76%,1.76
2026-09-03,morning,2026-09-03T14:06:56Z,BMY,Drug Manufacturers - General,leaders,67.73,66.75,1.5,67.43,68.23,68.23,66.61,-0.34,gapped_through,0.5466666666666716,,,61.01,1.68%,2.10%,0.69,-1.76%,67.43,2.07%,7.62%,1.51
2026-09-03,morning,2026-09-03T14:06:56Z,BNS,Banks - Diversified,leaders,93.39,91.45,1.88,94.21,94.0,94.36,93.79,0.97,gapped_through,0.2234042553191423,,,63.45,1.89%,1.85%,0.28,-0.79%,94.21,4.03%,6.26%,1.82
2026-09-03,morning,2026-09-03T14:06:56Z,BNTX,Biotechnology,leaders,105.46,102.51,4.44,102.96,104.72,105.5,102.33,-0.82,reclaim,0.14189189189189086,prior_low,102.51,52.78,3.14%,3.37%,0.54,-16.97%,102.96,0.67%,6.98%,4.35
2026-09-03,morning,2026-09-03T14:06:56Z,BNY,Banks - Diversified,leaders,163.4,159.65,2.9,163.46,163.34,164.36,162.4,0.88,triggered,0.36551724137931113,,,58.95,1.57%,1.64%,0.63,-1.34%,163.46,1.20%,4.13%,2.86
2026-09-03,morning,2026-09-03T14:06:56Z,BP,Oil & Gas Integrated,all_green,44.22,43.53,1.02,43.99,43.91,44.0,43.68,0.14,setting_up,0.30392156862745323,,,55.63,1.79%,1.80%,1.18,-8.87%,43.99,1.75%,5.26%,0.97
2026-09-03,morning,2026-09-03T14:06:56Z,BRKR,,watchlist,59.25,56.03,2.79,57.93,59.82,60.29,57.98,-1.85,gapped_through,-0.017921146953404,,,50.15,4.32%,4.45%,0.32,-11.29%,57.93,0.52%,-1.42%,2.76
2026-09-03,morning,2026-09-03T14:06:56Z,BSP,Software - Application,emerging,42.04,40.3,3.57,41.85,41.51,41.98,40.51,2.4,setting_up,0.3753501400560234,,,50.87,7.61%,10.24%,0.18,-29.00%,41.85,-2.55%,8.66%,3.42
2026-09-03,morning,2026-09-03T14:06:56Z,BSY,Software - Application,emerging,35.84,34.98,1.33,36.33,35.7,36.42,35.7,3.45,triggered,0.4736842105263123,,,53.69,2.66%,3.71%,0.17,-36.54%,36.33,0.31%,6.76%,1.33
2026-09-03,morning,2026-09-03T14:06:56Z,CAH,Medical Distribution,accel,246.02,239.35,5.54,247.12,247.8,248.35,246.25,0.66,gapped_through,0.15703971119133656,,,66.21,1.79%,2.55%,0.47,-4.33%,247.12,4.65%,5.63%,5.35
2026-09-03,morning,2026-09-03T14:06:56Z,CBRE,,watchlist,148.18,141.64,4.47,147.51,144.78,147.81,144.98,3.84,reclaim,0.5659955257270697,sma50,144.2233502538071,50.46,3.31%,2.89%,0.68,-15.35%,147.51,-0.93%,2.09%,4.56
2026-09-03,morning,2026-09-03T14:06:56Z,CHYM,,watchlist,33.47,31.52,1.41,33.74,33.92,34.44,33.69,0.99,gapped_through,0.035460992907804446,,,67.98,4.18%,5.12%,0.48,-1.23%,33.74,4.45%,28.91%,1.38
2026-09-03,morning,2026-09-03T14:06:56Z,CNC,Healthcare Plans,accel,67.89,65.4,2.2,67.55,67.5,68.18,67.11,0.31,failed_breakout,0.19999999999999896,,,58.30,2.87%,3.38%,0.45,-2.60%,67.55,2.98%,3.16%,2.12
2026-09-03,morning,2026-09-03T14:06:56Z,CNK,,watchlist,36.06,35.0,1.17,35.54,35.54,35.84,35.16,1.0,setting_up,0.324786324786327,,,47.76,2.84%,2.95%,0.31,-8.82%,35.54,-3.37%,3.64%,1.14
2026-09-03,morning,2026-09-03T14:06:56Z,COMP,,watchlist,10.62,10.26,0.56,10.91,10.83,11.19,10.82,3.02,gapped_through,0.16071428571428545,,,42.71,4.49%,4.83%,0.65,-21.82%,10.91,-7.98%,-7.93%,0.57
2026-09-03,morning,2026-09-03T14:06:56Z,DGX,Diagnostics & Research,leaders,242.84,236.27,5.09,239.64,241.68,241.56,239.43,-0.48,setting_up,0.04125736738702938,,,56.53,2.15%,1.90%,0.20,-3.05%,239.64,-0.12%,5.60%,4.88
2026-09-03,morning,2026-09-03T14:06:56Z,DHR,Diagnostics & Research,leaders,212.78,206.1,6.27,207.07,210.74,213.13,206.54,-1.35,failed_breakout,0.08452950558213734,,,50.10,2.67%,2.83%,0.35,-14.71%,207.07,-1.34%,2.89%,6.29
2026-09-03,morning,2026-09-03T14:06:56Z,DT,Software - Application,emerging,52.6,50.86,1.96,52.69,52.42,52.9,51.97,3.59,triggered,0.3673469387755096,,,60.28,2.97%,3.72%,0.58,-3.90%,52.69,4.10%,12.46%,1.96
2026-09-03,morning,2026-09-03T14:06:56Z,EC,Oil & Gas Integrated,all_green,17.64,17.24,0.55,17.86,17.64,17.86,17.54,2.0,triggered,0.5818181818181822,,,63.04,3.34%,3.04%,0.39,-1.81%,17.86,3.90%,9.41%,0.54
2026-09-03,morning,2026-09-03T14:06:56Z,EG,Insurance - Reinsurance,leaders,383.96,377.54,7.4,385.72,382.38,385.62,382.3,1.97,triggered,0.46216216216216427,,,62.27,1.61%,1.79%,0.44,-3.83%,385.72,3.55%,3.51%,7.40
